familia_o_par,archivo_1,archivo_2,pilar,similitud_jaccard,estado_umbral,observacion
Par intra-pilar P11: JEV-P11-001 vs JEV-P11-020,JEV-P11-001,JEV-P11-020,P11,0.2800,APROBADO (<0.50),Shingles compartidos: 261 de 932 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-003,JEV-P11-002,JEV-P11-003,P11,0.3058,APROBADO (<0.50),Shingles compartidos: 263 de 860 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-004,JEV-P11-002,JEV-P11-004,P11,0.3020,APROBADO (<0.50),Shingles compartidos: 260 de 861 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-005,JEV-P11-002,JEV-P11-005,P11,0.3005,APROBADO (<0.50),Shingles compartidos: 262 de 872 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-006,JEV-P11-002,JEV-P11-006,P11,0.2982,APROBADO (<0.50),Shingles compartidos: 260 de 872 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-007,JEV-P11-002,JEV-P11-007,P11,0.2981,APROBADO (<0.50),Shingles compartidos: 262 de 879 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-008,JEV-P11-002,JEV-P11-008,P11,0.3075,APROBADO (<0.50),Shingles compartidos: 262 de 852 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-009,JEV-P11-002,JEV-P11-009,P11,0.2998,APROBADO (<0.50),Shingles compartidos: 262 de 874 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-010,JEV-P11-002,JEV-P11-010,P11,0.2957,APROBADO (<0.50),Shingles compartidos: 262 de 886 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-011,JEV-P11-002,JEV-P11-011,P11,0.2974,APROBADO (<0.50),Shingles compartidos: 259 de 871 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-012,JEV-P11-002,JEV-P11-012,P11,0.3033,APROBADO (<0.50),Shingles compartidos: 263 de 867 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-013,JEV-P11-002,JEV-P11-013,P11,0.2973,APROBADO (<0.50),Shingles compartidos: 261 de 878 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-014,JEV-P11-002,JEV-P11-014,P11,0.3030,APROBADO (<0.50),Shingles compartidos: 263 de 868 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-015,JEV-P11-002,JEV-P11-015,P11,0.3013,APROBADO (<0.50),Shingles compartidos: 260 de 863 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-016,JEV-P11-002,JEV-P11-016,P11,0.2998,APROBADO (<0.50),Shingles compartidos: 262 de 874 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-017,JEV-P11-002,JEV-P11-017,P11,0.3010,APROBADO (<0.50),Shingles compartidos: 261 de 867 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-018,JEV-P11-002,JEV-P11-018,P11,0.2991,APROBADO (<0.50),Shingles compartidos: 262 de 876 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-019,JEV-P11-002,JEV-P11-019,P11,0.3023,APROBADO (<0.50),Shingles compartidos: 260 de 860 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-002 vs JEV-P11-020,JEV-P11-002,JEV-P11-020,P11,0.3007,APROBADO (<0.50),Shingles compartidos: 264 de 878 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-004,JEV-P11-003,JEV-P11-004,P11,0.3080,APROBADO (<0.50),Shingles compartidos: 259 de 841 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-005,JEV-P11-003,JEV-P11-005,P11,0.3048,APROBADO (<0.50),Shingles compartidos: 260 de 853 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-006,JEV-P11-003,JEV-P11-006,P11,0.3040,APROBADO (<0.50),Shingles compartidos: 259 de 852 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-007,JEV-P11-003,JEV-P11-007,P11,0.3038,APROBADO (<0.50),Shingles compartidos: 261 de 859 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-008,JEV-P11-003,JEV-P11-008,P11,0.3137,APROBADO (<0.50),Shingles compartidos: 261 de 832 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-009,JEV-P11-003,JEV-P11-009,P11,0.3056,APROBADO (<0.50),Shingles compartidos: 261 de 854 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-010,JEV-P11-003,JEV-P11-010,P11,0.3029,APROBADO (<0.50),Shingles compartidos: 262 de 865 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-011,JEV-P11-003,JEV-P11-011,P11,0.3062,APROBADO (<0.50),Shingles compartidos: 260 de 849 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-012,JEV-P11-003,JEV-P11-012,P11,0.3109,APROBADO (<0.50),Shingles compartidos: 263 de 846 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-013,JEV-P11-003,JEV-P11-013,P11,0.3122,APROBADO (<0.50),Shingles compartidos: 266 de 852 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-014,JEV-P11-003,JEV-P11-014,P11,0.3090,APROBADO (<0.50),Shingles compartidos: 262 de 848 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-015,JEV-P11-003,JEV-P11-015,P11,0.3088,APROBADO (<0.50),Shingles compartidos: 260 de 842 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-016,JEV-P11-003,JEV-P11-016,P11,0.3087,APROBADO (<0.50),Shingles compartidos: 263 de 852 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-017,JEV-P11-003,JEV-P11-017,P11,0.3054,APROBADO (<0.50),Shingles compartidos: 259 de 848 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-018,JEV-P11-003,JEV-P11-018,P11,0.3049,APROBADO (<0.50),Shingles compartidos: 261 de 856 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-019,JEV-P11-003,JEV-P11-019,P11,0.3099,APROBADO (<0.50),Shingles compartidos: 260 de 839 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-003 vs JEV-P11-020,JEV-P11-003,JEV-P11-020,P11,0.3050,APROBADO (<0.50),Shingles compartidos: 262 de 859 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-005,JEV-P11-004,JEV-P11-005,P11,0.3086,APROBADO (<0.50),Shingles compartidos: 262 de 849 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-006,JEV-P11-004,JEV-P11-006,P11,0.3109,APROBADO (<0.50),Shingles compartidos: 263 de 846 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-007,JEV-P11-004,JEV-P11-007,P11,0.3091,APROBADO (<0.50),Shingles compartidos: 264 de 854 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-008,JEV-P11-004,JEV-P11-008,P11,0.3160,APROBADO (<0.50),Shingles compartidos: 262 de 829 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-009,JEV-P11-004,JEV-P11-009,P11,0.3110,APROBADO (<0.50),Shingles compartidos: 264 de 849 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-010,JEV-P11-004,JEV-P11-010,P11,0.3006,APROBADO (<0.50),Shingles compartidos: 260 de 865 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-011,JEV-P11-004,JEV-P11-011,P11,0.3116,APROBADO (<0.50),Shingles compartidos: 263 de 844 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-012,JEV-P11-004,JEV-P11-012,P11,0.3070,APROBADO (<0.50),Shingles compartidos: 260 de 847 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-013,JEV-P11-004,JEV-P11-013,P11,0.3068,APROBADO (<0.50),Shingles compartidos: 262 de 854 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-014,JEV-P11-004,JEV-P11-014,P11,0.3066,APROBADO (<0.50),Shingles compartidos: 260 de 848 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-015,JEV-P11-004,JEV-P11-015,P11,0.3111,APROBADO (<0.50),Shingles compartidos: 261 de 839 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-016,JEV-P11-004,JEV-P11-016,P11,0.3094,APROBADO (<0.50),Shingles compartidos: 263 de 850 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-017,JEV-P11-004,JEV-P11-017,P11,0.3092,APROBADO (<0.50),Shingles compartidos: 261 de 844 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-018,JEV-P11-004,JEV-P11-018,P11,0.3072,APROBADO (<0.50),Shingles compartidos: 262 de 853 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-019,JEV-P11-004,JEV-P11-019,P11,0.3122,APROBADO (<0.50),Shingles compartidos: 261 de 836 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-004 vs JEV-P11-020,JEV-P11-004,JEV-P11-020,P11,0.3027,APROBADO (<0.50),Shingles compartidos: 260 de 859 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-006,JEV-P11-005,JEV-P11-006,P11,0.3062,APROBADO (<0.50),Shingles compartidos: 263 de 859 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-007,JEV-P11-005,JEV-P11-007,P11,0.3000,APROBADO (<0.50),Shingles compartidos: 261 de 870 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-008,JEV-P11-005,JEV-P11-008,P11,0.3096,APROBADO (<0.50),Shingles compartidos: 261 de 843 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-009,JEV-P11-005,JEV-P11-009,P11,0.3063,APROBADO (<0.50),Shingles compartidos: 264 de 862 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-010,JEV-P11-005,JEV-P11-010,P11,0.2961,APROBADO (<0.50),Shingles compartidos: 260 de 878 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-011,JEV-P11-005,JEV-P11-011,P11,0.3054,APROBADO (<0.50),Shingles compartidos: 262 de 858 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-012,JEV-P11-005,JEV-P11-012,P11,0.3054,APROBADO (<0.50),Shingles compartidos: 262 de 858 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-013,JEV-P11-005,JEV-P11-013,P11,0.3037,APROBADO (<0.50),Shingles compartidos: 263 de 866 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-014,JEV-P11-005,JEV-P11-014,P11,0.3081,APROBADO (<0.50),Shingles compartidos: 264 de 857 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-015,JEV-P11-005,JEV-P11-015,P11,0.3094,APROBADO (<0.50),Shingles compartidos: 263 de 850 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-016,JEV-P11-005,JEV-P11-016,P11,0.3032,APROBADO (<0.50),Shingles compartidos: 262 de 864 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-017,JEV-P11-005,JEV-P11-017,P11,0.3061,APROBADO (<0.50),Shingles compartidos: 262 de 856 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-018,JEV-P11-005,JEV-P11-018,P11,0.3010,APROBADO (<0.50),Shingles compartidos: 261 de 867 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-019,JEV-P11-005,JEV-P11-019,P11,0.3090,APROBADO (<0.50),Shingles compartidos: 262 de 848 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-005 vs JEV-P11-020,JEV-P11-005,JEV-P11-020,P11,0.3057,APROBADO (<0.50),Shingles compartidos: 265 de 867 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-007,JEV-P11-006,JEV-P11-007,P11,0.2992,APROBADO (<0.50),Shingles compartidos: 260 de 869 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-008,JEV-P11-006,JEV-P11-008,P11,0.3088,APROBADO (<0.50),Shingles compartidos: 260 de 842 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-009,JEV-P11-006,JEV-P11-009,P11,0.3039,APROBADO (<0.50),Shingles compartidos: 262 de 862 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-010,JEV-P11-006,JEV-P11-010,P11,0.2968,APROBADO (<0.50),Shingles compartidos: 260 de 876 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-011,JEV-P11-006,JEV-P11-011,P11,0.3091,APROBADO (<0.50),Shingles compartidos: 264 de 854 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-012,JEV-P11-006,JEV-P11-012,P11,0.3030,APROBADO (<0.50),Shingles compartidos: 260 de 858 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-013,JEV-P11-006,JEV-P11-013,P11,0.3029,APROBADO (<0.50),Shingles compartidos: 262 de 865 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-014,JEV-P11-006,JEV-P11-014,P11,0.3027,APROBADO (<0.50),Shingles compartidos: 260 de 859 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-015,JEV-P11-006,JEV-P11-015,P11,0.3071,APROBADO (<0.50),Shingles compartidos: 261 de 850 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-016,JEV-P11-006,JEV-P11-016,P11,0.3009,APROBADO (<0.50),Shingles compartidos: 260 de 864 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-017,JEV-P11-006,JEV-P11-017,P11,0.3068,APROBADO (<0.50),Shingles compartidos: 262 de 854 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-018,JEV-P11-006,JEV-P11-018,P11,0.3002,APROBADO (<0.50),Shingles compartidos: 260 de 866 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-019,JEV-P11-006,JEV-P11-019,P11,0.3081,APROBADO (<0.50),Shingles compartidos: 261 de 847 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-006 vs JEV-P11-020,JEV-P11-006,JEV-P11-020,P11,0.2974,APROBADO (<0.50),Shingles compartidos: 259 de 871 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-008,JEV-P11-007,JEV-P11-008,P11,0.3117,APROBADO (<0.50),Shingles compartidos: 264 de 847 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-009,JEV-P11-007,JEV-P11-009,P11,0.2993,APROBADO (<0.50),Shingles compartidos: 261 de 872 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-010,JEV-P11-007,JEV-P11-010,P11,0.2967,APROBADO (<0.50),Shingles compartidos: 262 de 883 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-011,JEV-P11-007,JEV-P11-011,P11,0.3014,APROBADO (<0.50),Shingles compartidos: 261 de 866 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-012,JEV-P11-007,JEV-P11-012,P11,0.3044,APROBADO (<0.50),Shingles compartidos: 263 de 864 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-013,JEV-P11-007,JEV-P11-013,P11,0.2968,APROBADO (<0.50),Shingles compartidos: 260 de 876 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-014,JEV-P11-007,JEV-P11-014,P11,0.3040,APROBADO (<0.50),Shingles compartidos: 263 de 865 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-015,JEV-P11-007,JEV-P11-015,P11,0.3008,APROBADO (<0.50),Shingles compartidos: 259 de 861 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-016,JEV-P11-007,JEV-P11-016,P11,0.3113,APROBADO (<0.50),Shingles compartidos: 269 de 864 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-017,JEV-P11-007,JEV-P11-017,P11,0.3006,APROBADO (<0.50),Shingles compartidos: 260 de 865 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-018,JEV-P11-007,JEV-P11-018,P11,0.3031,APROBADO (<0.50),Shingles compartidos: 264 de 871 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-019,JEV-P11-007,JEV-P11-019,P11,0.3034,APROBADO (<0.50),Shingles compartidos: 260 de 857 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-007 vs JEV-P11-020,JEV-P11-007,JEV-P11-020,P11,0.2987,APROBADO (<0.50),Shingles compartidos: 262 de 877 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-009,JEV-P11-008,JEV-P11-009,P11,0.3089,APROBADO (<0.50),Shingles compartidos: 261 de 845 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-010,JEV-P11-008,JEV-P11-010,P11,0.3061,APROBADO (<0.50),Shingles compartidos: 262 de 856 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-011,JEV-P11-008,JEV-P11-011,P11,0.3095,APROBADO (<0.50),Shingles compartidos: 260 de 840 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-012,JEV-P11-008,JEV-P11-012,P11,0.3158,APROBADO (<0.50),Shingles compartidos: 264 de 836 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-013,JEV-P11-008,JEV-P11-013,P11,0.3078,APROBADO (<0.50),Shingles compartidos: 261 de 848 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-014,JEV-P11-008,JEV-P11-014,P11,0.3138,APROBADO (<0.50),Shingles compartidos: 263 de 838 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-015,JEV-P11-008,JEV-P11-015,P11,0.3106,APROBADO (<0.50),Shingles compartidos: 259 de 834 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-016,JEV-P11-008,JEV-P11-016,P11,0.3135,APROBADO (<0.50),Shingles compartidos: 264 de 842 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-017,JEV-P11-008,JEV-P11-017,P11,0.3103,APROBADO (<0.50),Shingles compartidos: 260 de 838 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-018,JEV-P11-008,JEV-P11-018,P11,0.3175,APROBADO (<0.50),Shingles compartidos: 267 de 841 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-019,JEV-P11-008,JEV-P11-019,P11,0.3148,APROBADO (<0.50),Shingles compartidos: 261 de 829 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-008 vs JEV-P11-020,JEV-P11-008,JEV-P11-020,P11,0.3082,APROBADO (<0.50),Shingles compartidos: 262 de 850 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-010,JEV-P11-009,JEV-P11-010,P11,0.2984,APROBADO (<0.50),Shingles compartidos: 262 de 878 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-011,JEV-P11-009,JEV-P11-011,P11,0.3047,APROBADO (<0.50),Shingles compartidos: 262 de 860 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-012,JEV-P11-009,JEV-P11-012,P11,0.3031,APROBADO (<0.50),Shingles compartidos: 261 de 861 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-013,JEV-P11-009,JEV-P11-013,P11,0.3060,APROBADO (<0.50),Shingles compartidos: 265 de 866 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-014,JEV-P11-009,JEV-P11-014,P11,0.3043,APROBADO (<0.50),Shingles compartidos: 262 de 861 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-015,JEV-P11-009,JEV-P11-015,P11,0.3056,APROBADO (<0.50),Shingles compartidos: 261 de 854 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-016,JEV-P11-009,JEV-P11-016,P11,0.3010,APROBADO (<0.50),Shingles compartidos: 261 de 867 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-017,JEV-P11-009,JEV-P11-017,P11,0.3054,APROBADO (<0.50),Shingles compartidos: 262 de 858 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-018,JEV-P11-009,JEV-P11-018,P11,0.3003,APROBADO (<0.50),Shingles compartidos: 261 de 869 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-019,JEV-P11-009,JEV-P11-019,P11,0.3082,APROBADO (<0.50),Shingles compartidos: 262 de 850 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-009 vs JEV-P11-020,JEV-P11-009,JEV-P11-020,P11,0.2990,APROBADO (<0.50),Shingles compartidos: 261 de 873 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-011,JEV-P11-010,JEV-P11-011,P11,0.3005,APROBADO (<0.50),Shingles compartidos: 262 de 872 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-012,JEV-P11-010,JEV-P11-012,P11,0.3049,APROBADO (<0.50),Shingles compartidos: 265 de 869 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-013,JEV-P11-010,JEV-P11-013,P11,0.2974,APROBADO (<0.50),Shingles compartidos: 262 de 881 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-014,JEV-P11-010,JEV-P11-014,P11,0.3001,APROBADO (<0.50),Shingles compartidos: 262 de 873 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-015,JEV-P11-010,JEV-P11-015,P11,0.2999,APROBADO (<0.50),Shingles compartidos: 260 de 867 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-016,JEV-P11-010,JEV-P11-016,P11,0.2984,APROBADO (<0.50),Shingles compartidos: 262 de 878 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-017,JEV-P11-010,JEV-P11-017,P11,0.2967,APROBADO (<0.50),Shingles compartidos: 259 de 873 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-018,JEV-P11-010,JEV-P11-018,P11,0.2977,APROBADO (<0.50),Shingles compartidos: 262 de 880 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-019,JEV-P11-010,JEV-P11-019,P11,0.2994,APROBADO (<0.50),Shingles compartidos: 259 de 865 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-010 vs JEV-P11-020,JEV-P11-010,JEV-P11-020,P11,0.2949,APROBADO (<0.50),Shingles compartidos: 261 de 885 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-012,JEV-P11-011,JEV-P11-012,P11,0.3037,APROBADO (<0.50),Shingles compartidos: 260 de 856 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-013,JEV-P11-011,JEV-P11-013,P11,0.3051,APROBADO (<0.50),Shingles compartidos: 263 de 862 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-014,JEV-P11-011,JEV-P11-014,P11,0.3049,APROBADO (<0.50),Shingles compartidos: 261 de 856 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-015,JEV-P11-011,JEV-P11-015,P11,0.3093,APROBADO (<0.50),Shingles compartidos: 262 de 847 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-016,JEV-P11-011,JEV-P11-016,P11,0.3016,APROBADO (<0.50),Shingles compartidos: 260 de 862 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-017,JEV-P11-011,JEV-P11-017,P11,0.3060,APROBADO (<0.50),Shingles compartidos: 261 de 853 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-018,JEV-P11-011,JEV-P11-018,P11,0.3009,APROBADO (<0.50),Shingles compartidos: 260 de 864 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-019,JEV-P11-011,JEV-P11-019,P11,0.3089,APROBADO (<0.50),Shingles compartidos: 261 de 845 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-011 vs JEV-P11-020,JEV-P11-011,JEV-P11-020,P11,0.2980,APROBADO (<0.50),Shingles compartidos: 259 de 869 totales en ventana 5-gram.
Par intra-pilar P11: JEV-P11-012 vs JEV-P11-013,JEV-P11-012,JEV-P11-013,P11,0.3006,APROBADO (<0.50),Shingles compartidos: 260 de 865 totales en ventana 5-gram.
